id,session_id,problem_id,confidence,challenge,ai_predicted_confidence,ai_predicted_challenge,phase,knowledge_component,description_main,description_sub,human_gap,ai_gap,gap_difference
6cf3d3b2-0dfb-4dfe-8dcf-82412083d89f,8e1cb682-c2c6-4c12-bf0b-a22d7f61558b,4-Rep-2,6,1,4,4,final_check,行列演算と逆行列,次の行列の階数を求めよ。($a$ の値に応じて場合分けせよ),$\begin{bmatrix}a&2a+2&5\\ a+3&a^2&2\\ -1&1&1\end{bmatrix}$,5,0,5
4c6a4183-d3b4-4abf-8dc4-c9487669c117,1c6b12f7-f8d9-4109-bf87-09b3975f7829,2-6-(2),3,3,4,5,final_check,行列演算と逆行列,2次正則行列の逆行列の公式を用いて、次の問いに答えよ。,"$A=\begin{bmatrix}5&-7\\ 2&-3\end{bmatrix}, B=\begin{bmatrix}1&-2\\ -3&4\end{bmatrix}$ のとき、$AX+2B=BA$ を満たす行列 $X$ を求めよ。",0,-1,1
32b84d49-dbda-4faf-bc12-bf4891e444c4,bd695d8a-ee24-4ad2-8cc1-4453f8a12f66,2-7-(1),1,5,1,6,final_check,行列演算と逆行列,"次を満たす2次正方行列 $P, Q_\theta, R_\theta$ を定めよ。","点 $(x,y)$ を $x$ 軸に関して対称移動した点を $(x',y')$ とするとき、2点の関係を $\begin{bmatrix}x'\\ y'\end{bmatrix}=P\begin{bmatrix}x\\ y\end{bmatrix}$ の形に書き表せ。",-4,-5,1
3099b104-f68a-4344-bdcb-e26c2b19e990,1c6b12f7-f8d9-4109-bf87-09b3975f7829,2-4-(1),3,3,4,3,final_check,行列演算と逆行列,"$A=\begin{bmatrix}2&-1&1\\ 1&0&-1\end{bmatrix}, B=\begin{bmatrix}-2&1&2\\ 2&3&1\end{bmatrix}, C=\begin{bmatrix}2&-1&0\\ -3&0&2\\ 0&1&4\end{bmatrix}$ のとき、次の行列を求めよ。",$2A-3B$,0,1,1
9b2c4157-bb13-4551-a741-fd1e3e5925a7,bd695d8a-ee24-4ad2-8cc1-4453f8a12f66,2-7-(2),1,5,3,5,final_check,行列演算と逆行列,"次を満たす2次正方行列 $P, Q_\theta, R_\theta$ を定めよ。","点 $(x,y)$ を原点の周りに角 $\theta$ だけ回転移動した点を $(x',y')$ とするとき、2点の関係を $\begin{bmatrix}x'\\ y'\end{bmatrix}=Q_\theta\begin{bmatrix}x\\ y\end{bmatrix}$ の形に書き表せ。",-4,-2,2
970ea7c5-cf13-46e8-bec2-f80a4a52f509,8e1cb682-c2c6-4c12-bf0b-a22d7f61558b,8-2-(1),6,1,6,2,final_check,行列演算と逆行列,以下の行列が正則かどうか調べよ。さらに、正則であれば逆行列を求めよ。,$\begin{bmatrix}e^x&-1\\ 0&e^y\end{bmatrix}$,5,4,1
d51d7c0d-d408-437f-ad6b-7fa439b68351,8e1cb682-c2c6-4c12-bf0b-a22d7f61558b,2-4-(1),6,1,6,1,final_check,行列演算と逆行列,"$A=\begin{bmatrix}2&-1&1\\ 1&0&-1\end{bmatrix}, B=\begin{bmatrix}-2&1&2\\ 2&3&1\end{bmatrix}, C=\begin{bmatrix}2&-1&0\\ -3&0&2\\ 0&1&4\end{bmatrix}$ のとき、次の行列を求めよ。",$2A-3B$,5,5,0
eede37b0-c198-435d-a628-c3607a1e154a,8e1cb682-c2c6-4c12-bf0b-a22d7f61558b,2-4-(2),5,2,6,2,final_check,行列演算と逆行列,"$A=\begin{bmatrix}2&-1&1\\ 1&0&-1\end{bmatrix}, B=\begin{bmatrix}-2&1&2\\ 2&3&1\end{bmatrix}, C=\begin{bmatrix}2&-1&0\\ -3&0&2\\ 0&1&4\end{bmatrix}$ のとき、次の行列を求めよ。",$2X+3A=B$ を満たす行列 $X$,3,4,1
eb5ae988-77d8-4b5b-8e4e-4a8c5190df99,8e1cb682-c2c6-4c12-bf0b-a22d7f61558b,2-4-(3),5,1,6,2,final_check,行列演算と逆行列,"$A=\begin{bmatrix}2&-1&1\\ 1&0&-1\end{bmatrix}, B=\begin{bmatrix}-2&1&2\\ 2&3&1\end{bmatrix}, C=\begin{bmatrix}2&-1&0\\ -3&0&2\\ 0&1&4\end{bmatrix}$ のとき、次の行列を求めよ。",$BC$,4,4,0
3d01ce92-65b6-420f-b518-f85f2d5088ef,8e1cb682-c2c6-4c12-bf0b-a22d7f61558b,2-4-(4),5,2,5,3,final_check,行列演算と逆行列,"$A=\begin{bmatrix}2&-1&1\\ 1&0&-1\end{bmatrix}, B=\begin{bmatrix}-2&1&2\\ 2&3&1\end{bmatrix}, C=\begin{bmatrix}2&-1&0\\ -3&0&2\\ 0&1&4\end{bmatrix}$ のとき、次の行列を求めよ。",$A C^t B^t$,3,2,1
fde87115-a9b7-4b7e-992d-717431b30bfe,8e1cb682-c2c6-4c12-bf0b-a22d7f61558b,2-6-(1),6,3,6,1,final_check,行列演算と逆行列,2次正則行列の逆行列の公式を用いて、次の問いに答えよ。,次の行列の逆行列を求めよ。\n$\begin{bmatrix}\cos\theta&\sin\theta\\ \sin\theta&-\cos\theta\end{bmatrix}$,3,5,2
f09b0f0c-df64-41ba-990d-a4355dc9cb81,8e1cb682-c2c6-4c12-bf0b-a22d7f61558b,2-7-(1),4,4,5,2,final_check,行列演算と逆行列,"次を満たす2次正方行列 $P, Q_\theta, R_\theta$ を定めよ。","点 $(x,y)$ を $x$ 軸に関して対称移動した点を $(x',y')$ とするとき、2点の関係を $\begin{bmatrix}x'\\ y'\end{bmatrix}=P\begin{bmatrix}x\\ y\end{bmatrix}$ の形に書き表せ。",0,3,3
5f607c14-7332-4937-ae9d-2bb093d738cb,8e1cb682-c2c6-4c12-bf0b-a22d7f61558b,8-2-(2),6,1,6,2,final_check,行列演算と逆行列,以下の行列が正則かどうか調べよ。さらに、正則であれば逆行列を求めよ。,$\begin{bmatrix}\lambda&-1\\ 1&\lambda-2\end{bmatrix}$,5,4,1
8c7f7c48-7e8b-40bf-94d6-0ba149aad4ee,8e1cb682-c2c6-4c12-bf0b-a22d7f61558b,8-2-(3),5,2,5,3,final_check,行列演算と逆行列,以下の行列が正則かどうか調べよ。さらに、正則であれば逆行列を求めよ。,$\begin{bmatrix}2&1&3\\ 3&2&5\\ 1&2&3\end{bmatrix}$,3,2,1
d003235b-2cc9-451e-a82d-12e310813999,8e1cb682-c2c6-4c12-bf0b-a22d7f61558b,8-2-(4),6,2,5,3,final_check,行列演算と逆行列,以下の行列が正則かどうか調べよ。さらに、正則であれば逆行列を求めよ。,$\begin{bmatrix}1&1&-2\\ 3&2&-4\\ -2&0&2\end{bmatrix}$,4,2,2
7a82fa26-1da8-4584-b124-8331729be4a0,8e1cb682-c2c6-4c12-bf0b-a22d7f61558b,8-4-(1),5,2,5,3,final_check,行列演算と逆行列,"$A=\begin{bmatrix}1&1&0\\ 2&3&-2\\ 3&4&-3\end{bmatrix}, B=\begin{bmatrix}0&-1&2\\ 1&0&-3\\ -2&3&0\end{bmatrix}$ に対して以下の問いに答えよ。",$AX=B$ を満たす3次正方行列 $X$ を求めよ。,3,2,1
078abf7b-a1b9-475b-b0e6-1b073e5beda5,8e1cb682-c2c6-4c12-bf0b-a22d7f61558b,8-4-(2),6,1,5,3,final_check,行列演算と逆行列,"$A=\begin{bmatrix}1&1&0\\ 2&3&-2\\ 3&4&-3\end{bmatrix}, B=\begin{bmatrix}0&-1&2\\ 1&0&-3\\ -2&3&0\end{bmatrix}$ に対して以下の問いに答えよ。",$YA=B$ を満たす3次正方行列 $Y$ を求めよ。,5,2,3
42e4a1d5-8e0c-4d45-9045-61f86f2fd71b,8e1cb682-c2c6-4c12-bf0b-a22d7f61558b,8-6-(1),5,3,6,2,final_check,行列演算と逆行列,正方行列 $A$ が $^tAA=E$ を満たすとき $A$ を直交行列という。以下の行列について答えよ。,$P=\begin{bmatrix}\cos\theta&-\sin\theta\\ \sin\theta&\cos\theta\end{bmatrix}$ は直交行列であることを示せ。さらに、$P$ の逆行列を求めよ。,2,4,2
cfbd7dfe-60ee-4598-b747-ed54dcac82c3,8e1cb682-c2c6-4c12-bf0b-a22d7f61558b,8-6-(3),5,3,4,4,final_check,行列演算と逆行列,正方行列 $A$ が $^tAA=E$ を満たすとき $A$ を直交行列という。以下の行列について答えよ。,問5(3)の行列を $R$ とする。$r\sin\theta \neq 0$ のとき、$R$ の逆行列を求めよ。,2,0,2
48bfbca9-90ff-4acf-81af-999d55867241,8e1cb682-c2c6-4c12-bf0b-a22d7f61558b,8-Rep-1-(ii),6,1,5,3,final_check,行列演算と逆行列,$A=\begin{bmatrix}2&k&4\\ 1&1&-1\\ 4&2&1\end{bmatrix}$ とする。,$k=-1$ のとき、$A$ の逆行列 $A^{-1}$ を求めよ。,5,2,3
defccb52-cc20-4fbc-9bb3-d163befd7a3c,8e1cb682-c2c6-4c12-bf0b-a22d7f61558b,10-6-(1),6,1,5,3,final_check,行列演算と逆行列,次の行列 $A$ の余因子行列 $\tilde{A}$ を求め、さらに $A$ が正則である場合には $A^{-1}$ を求めよ。\n$A=\begin{bmatrix}0&1&1\\ 1&0&1\\ 1&1&0\end{bmatrix}$,$\tilde{A}$ を求めよ。また $A^{-1}$ を求めよ。,5,2,3
611c0345-0d8b-4435-9b08-7c19a20c08ae,8e1cb682-c2c6-4c12-bf0b-a22d7f61558b,10-Rep-1-(ii),6,1,4,4,final_check,行列演算と逆行列,"次の2つの行列 $A, B$ を考える。\n$A=\begin{bmatrix}1&0&-1&1\\ 2&1&0&1\\ 1&1&-1&0\\ 0&3&2&1\end{bmatrix}, B=\begin{bmatrix}4&-4&-3&9\\ 3&-1&-4&5\\ 8&5&-8&-9\\ 3&0&4&8\end{bmatrix}$","$A$ の余因子行列の $(4,1)$ 成分を求めよ。さらにそれを用いて、$A^{-1}$ の $(4,1)$ 成分を求めよ。",5,0,5
dad48d79-e2c4-4ddb-b7e9-b14e8e0ba5b0,8e1cb682-c2c6-4c12-bf0b-a22d7f61558b,6-(14),6,1,5,4,final_check,行列演算と逆行列,"$A=\begin{bmatrix}1&-2\\ -2&3\end{bmatrix}, B=\begin{bmatrix}1&-2\\ 1&-1\end{bmatrix}, M=\begin{bmatrix}A&B\end{bmatrix}$ について、次の問いに答えよ。",$AXA=B$ を満たす行列 $X$ を求めよ。,5,1,4
bdbc7948-0c4e-442d-8861-d1173a7809c4,8e1cb682-c2c6-4c12-bf0b-a22d7f61558b,6-(12),6,1,5,3,final_check,行列演算と逆行列,行列 $\begin{bmatrix}2&1&1\\ 1&-2&0\\ 1&2&1\end{bmatrix}$ について、次の問いに答えよ。,逆行列の第3列ベクトルを求めよ。,5,2,3
e1648cbc-d601-4f16-bf5e-2cab6b51886c,8e1cb682-c2c6-4c12-bf0b-a22d7f61558b,8-(18),6,1,5,3,final_check,行列演算と逆行列,行列 $A=\begin{bmatrix}1&3&1\\ 2&5&2\\ 3&4&0\end{bmatrix}$ について、$\tilde{A}$ をその余因子行列とする。,$\tilde{A}$ の第3列ベクトルを求めよ。,5,2,3
c6486d47-b294-4143-b246-7f9ce7f1b2ee,8e1cb682-c2c6-4c12-bf0b-a22d7f61558b,8-(19),6,1,5,2,final_check,行列演算と逆行列,行列 $A=\begin{bmatrix}1&3&1\\ 2&5&2\\ 3&4&0\end{bmatrix}$ について、$\tilde{A}$ をその余因子行列とする。,$A\tilde{A}$ を求めよ。,5,3,2
276e9aa1-c772-4e4a-b1cd-382d604cf4d7,bd695d8a-ee24-4ad2-8cc1-4453f8a12f66,2-7-(3),1,6,4,4,final_check,行列演算と逆行列,"次を満たす2次正方行列 $P, Q_\theta, R_\theta$ を定めよ。","原点の周りに角 $\theta$ だけ回転移動した直線を $l_\theta$ とする。点 $(x,y)$ を $l_\theta$ に関して対称移動した点を $(x',y')$ とするとき、2点の関係を $\begin{bmatrix}x'\\ y'\end{bmatrix}=R_\theta\begin{bmatrix}x\\ y\end{bmatrix}$ の形に書き表せ。",-5,0,5
3542f956-2cc0-4018-b3e7-70e3b223c78a,bd695d8a-ee24-4ad2-8cc1-4453f8a12f66,8-2-(2),1,2,3,3,final_check,行列演算と逆行列,以下の行列が正則かどうか調べよ。さらに、正則であれば逆行列を求めよ。,$\begin{bmatrix}\lambda&-1\\ 1&\lambda-2\end{bmatrix}$,-1,0,1
f7641088-f17c-44f5-bdd2-e93b7e4e2957,bd695d8a-ee24-4ad2-8cc1-4453f8a12f66,8-Rep-1-(ii),1,1,3,3,final_check,行列演算と逆行列,$A=\begin{bmatrix}2&k&4\\ 1&1&-1\\ 4&2&1\end{bmatrix}$ とする。,$k=-1$ のとき、$A$ の逆行列 $A^{-1}$ を求めよ。,0,0,0
847a9e0f-615a-48ad-af85-aab1e3708acd,39d420e8-a543-441b-b5c0-ad75fe6c34e5,2-7-(2),5,3,5,2,final_check,行列演算と逆行列,"次を満たす2次正方行列 $P, Q_\theta, R_\theta$ を定めよ。","点 $(x,y)$ を原点の周りに角 $\theta$ だけ回転移動した点を $(x',y')$ とするとき、2点の関係を $\begin{bmatrix}x'\\ y'\end{bmatrix}=Q_\theta\begin{bmatrix}x\\ y\end{bmatrix}$ の形に書き表せ。",2,3,1
22bb85eb-e242-4766-9500-7a20b3f0a108,39d420e8-a543-441b-b5c0-ad75fe6c34e5,2-Rep-2,5,2,6,2,final_check,行列演算と逆行列,"$X=\begin{bmatrix}1&1\\ -1&1\\ 2&1\end{bmatrix}, Y=\begin{bmatrix}-1&2\\ 1&-1\end{bmatrix}$ とする。","$XY, YX, XY'X, Y'XY, XYX$ のうちで積が定義されているものをすべて挙げ、それぞれ積を求めよ。",3,4,1
e5897d6b-6f3c-4541-9b86-23d776a2ef16,39d420e8-a543-441b-b5c0-ad75fe6c34e5,4-1-(1),6,1,5,2,final_check,行列演算と逆行列,次の行列に行基本変形を行い、簡約行列に変形せよ。,$\begin{bmatrix}0&-1&2\\ 1&0&-1\\ 0&0&0\end{bmatrix}$,5,3,2
af8b1062-82ea-419a-a0d5-7177df32508e,39d420e8-a543-441b-b5c0-ad75fe6c34e5,4-1-(2),6,1,5,2,final_check,行列演算と逆行列,次の行列に行基本変形を行い、簡約行列に変形せよ。,$\begin{bmatrix}0&0\\ -2&3\end{bmatrix}$,5,3,2
73a76873-f182-471d-8531-ff4660ca344b,39d420e8-a543-441b-b5c0-ad75fe6c34e5,4-3-(2),6,1,5,3,final_check,行列演算と逆行列,次の行列を何回かの行基本変形で簡約行列に変形し、階数（rank）を求めよ。,$\begin{bmatrix}0&-1&3&6\\ 2&5&3&4\\ 3&7&6&9\end{bmatrix}$,5,2,3
b781a81d-4c57-4669-a512-331636cec374,39d420e8-a543-441b-b5c0-ad75fe6c34e5,8-1-(2),5,2,4,3,final_check,行列演算と逆行列,"$A=\begin{bmatrix}a&b\\ c&d\end{bmatrix}, \tilde{A}=\begin{bmatrix}d&-b\\ -c&a\end{bmatrix}, B=\begin{bmatrix}e&f\\ g&h\end{bmatrix}$ とする。",$A\tilde{A}$ を計算せよ。,3,1,2
e1e394ff-6873-473f-b570-b2aac6f77d07,39d420e8-a543-441b-b5c0-ad75fe6c34e5,8-1-(5),3,4,3,5,final_check,行列演算と逆行列,"$A=\begin{bmatrix}a&b\\ c&d\end{bmatrix}, \tilde{A}=\begin{bmatrix}d&-b\\ -c&a\end{bmatrix}, B=\begin{bmatrix}e&f\\ g&h\end{bmatrix}$ とする。",$|A|\neq 0$ と $A$ が正則であることは同値であることを示せ。,-1,-2,1
46fdecab-1a6d-4779-a479-e5c38ee732aa,39d420e8-a543-441b-b5c0-ad75fe6c34e5,8-2-(1),6,2,4,3,final_check,行列演算と逆行列,以下の行列が正則かどうか調べよ。さらに、正則であれば逆行列を求めよ。,$\begin{bmatrix}e^x&-1\\ 0&e^y\end{bmatrix}$,4,1,3
a75b42a3-9803-4ed9-86cb-3a9ebb7a3dcc,39d420e8-a543-441b-b5c0-ad75fe6c34e5,2-4-(1),6,1,6,1,final_check,行列演算と逆行列,"$A=\begin{bmatrix}2&-1&1\\ 1&0&-1\end{bmatrix}, B=\begin{bmatrix}-2&1&2\\ 2&3&1\end{bmatrix}, C=\begin{bmatrix}2&-1&0\\ -3&0&2\\ 0&1&4\end{bmatrix}$ のとき、次の行列を求めよ。",$2A-3B$,5,5,0
0ff5d2b7-e59a-4ec1-b5a1-3c5fc6691025,39d420e8-a543-441b-b5c0-ad75fe6c34e5,2-4-(2),6,1,6,2,final_check,行列演算と逆行列,"$A=\begin{bmatrix}2&-1&1\\ 1&0&-1\end{bmatrix}, B=\begin{bmatrix}-2&1&2\\ 2&3&1\end{bmatrix}, C=\begin{bmatrix}2&-1&0\\ -3&0&2\\ 0&1&4\end{bmatrix}$ のとき、次の行列を求めよ。",$2X+3A=B$ を満たす行列 $X$,5,4,1
9136663b-81e9-48fd-a609-bfc7ed1e9b18,39d420e8-a543-441b-b5c0-ad75fe6c34e5,2-4-(3),6,1,6,2,final_check,行列演算と逆行列,"$A=\begin{bmatrix}2&-1&1\\ 1&0&-1\end{bmatrix}, B=\begin{bmatrix}-2&1&2\\ 2&3&1\end{bmatrix}, C=\begin{bmatrix}2&-1&0\\ -3&0&2\\ 0&1&4\end{bmatrix}$ のとき、次の行列を求めよ。",$BC$,5,4,1
eaef2bfc-0bc9-4a40-80c6-316ae9c35ea1,39d420e8-a543-441b-b5c0-ad75fe6c34e5,2-4-(4),3,3,5,2,final_check,行列演算と逆行列,"$A=\begin{bmatrix}2&-1&1\\ 1&0&-1\end{bmatrix}, B=\begin{bmatrix}-2&1&2\\ 2&3&1\end{bmatrix}, C=\begin{bmatrix}2&-1&0\\ -3&0&2\\ 0&1&4\end{bmatrix}$ のとき、次の行列を求めよ。",$A C^t B^t$,0,3,3
b99b6ace-d7b1-475b-ab68-d670279c047d,39d420e8-a543-441b-b5c0-ad75fe6c34e5,2-7-(1),5,2,6,1,final_check,行列演算と逆行列,"次を満たす2次正方行列 $P, Q_\theta, R_\theta$ を定めよ。","点 $(x,y)$ を $x$ 軸に関して対称移動した点を $(x',y')$ とするとき、2点の関係を $\begin{bmatrix}x'\\ y'\end{bmatrix}=P\begin{bmatrix}x\\ y\end{bmatrix}$ の形に書き表せ。",3,5,2
79ce39b8-806a-426c-bf41-d3725febfca7,39d420e8-a543-441b-b5c0-ad75fe6c34e5,8-2-(4),6,1,5,3,final_check,行列演算と逆行列,以下の行列が正則かどうか調べよ。さらに、正則であれば逆行列を求めよ。,$\begin{bmatrix}1&1&-2\\ 3&2&-4\\ -2&0&2\end{bmatrix}$,5,2,3
4e20cf00-7970-49a9-b486-394256680e41,39d420e8-a543-441b-b5c0-ad75fe6c34e5,8-4-(1),6,2,5,3,final_check,行列演算と逆行列,"$A=\begin{bmatrix}1&1&0\\ 2&3&-2\\ 3&4&-3\end{bmatrix}, B=\begin{bmatrix}0&-1&2\\ 1&0&-3\\ -2&3&0\end{bmatrix}$ に対して以下の問いに答えよ。",$AX=B$ を満たす3次正方行列 $X$ を求めよ。,4,2,2
74a821dd-f8f4-404f-9a60-220775fff9c1,39d420e8-a543-441b-b5c0-ad75fe6c34e5,8-4-(2),5,2,5,3,final_check,行列演算と逆行列,"$A=\begin{bmatrix}1&1&0\\ 2&3&-2\\ 3&4&-3\end{bmatrix}, B=\begin{bmatrix}0&-1&2\\ 1&0&-3\\ -2&3&0\end{bmatrix}$ に対して以下の問いに答えよ。",$YA=B$ を満たす3次正方行列 $Y$ を求めよ。,3,2,1
19db3a35-b4dd-4840-96a7-f6fb3ecbff4e,39d420e8-a543-441b-b5c0-ad75fe6c34e5,8-6-(1),3,3,5,2,final_check,行列演算と逆行列,正方行列 $A$ が $^tAA=E$ を満たすとき $A$ を直交行列という。以下の行列について答えよ。,$P=\begin{bmatrix}\cos\theta&-\sin\theta\\ \sin\theta&\cos\theta\end{bmatrix}$ は直交行列であることを示せ。さらに、$P$ の逆行列を求めよ。,0,3,3
265ab622-2656-43b6-9bb8-9c1415f11e1b,39d420e8-a543-441b-b5c0-ad75fe6c34e5,8-6-(2),3,3,3,5,final_check,行列演算と逆行列,正方行列 $A$ が $^tAA=E$ を満たすとき $A$ を直交行列という。以下の行列について答えよ。,$Q=\begin{bmatrix}\sin\theta\cos\varphi&\cos\theta\cos\varphi&-\sin\varphi\\ \sin\theta\sin\varphi&\cos\theta\sin\varphi&\cos\varphi\\ \cos\theta&-\sin\theta&0\end{bmatrix}$ は直交行列であることを示せ。さらに、$Q$ の逆行列を求めよ。,0,-2,2
36166a47-2b94-4a9b-aefa-cbfca998875b,39d420e8-a543-441b-b5c0-ad75fe6c34e5,8-6-(3),5,3,3,4,final_check,行列演算と逆行列,正方行列 $A$ が $^tAA=E$ を満たすとき $A$ を直交行列という。以下の行列について答えよ。,問5(3)の行列を $R$ とする。$r\sin\theta \neq 0$ のとき、$R$ の逆行列を求めよ。,2,-1,3
1c55b107-6163-4a25-a5bb-ee36ef1d7f5c,39d420e8-a543-441b-b5c0-ad75fe6c34e5,8-Rep-1-(ii),6,1,5,3,final_check,行列演算と逆行列,$A=\begin{bmatrix}2&k&4\\ 1&1&-1\\ 4&2&1\end{bmatrix}$ とする。,$k=-1$ のとき、$A$ の逆行列 $A^{-1}$ を求めよ。,5,2,3
830ad889-c602-4b88-aa2f-77b3d3fb6aa2,39d420e8-a543-441b-b5c0-ad75fe6c34e5,10-6-(1),3,4,2,5,final_check,行列演算と逆行列,次の行列 $A$ の余因子行列 $\tilde{A}$ を求め、さらに $A$ が正則である場合には $A^{-1}$ を求めよ。\n$A=\begin{bmatrix}0&1&1\\ 1&0&1\\ 1&1&0\end{bmatrix}$,$\tilde{A}$ を求めよ。また $A^{-1}$ を求めよ。,-1,-3,2
a1f77393-5779-4eda-8517-873ae04dc01c,39d420e8-a543-441b-b5c0-ad75fe6c34e5,10-Rep-1-(ii),3,3,2,6,final_check,行列演算と逆行列,"次の2つの行列 $A, B$ を考える。\n$A=\begin{bmatrix}1&0&-1&1\\ 2&1&0&1\\ 1&1&-1&0\\ 0&3&2&1\end{bmatrix}, B=\begin{bmatrix}4&-4&-3&9\\ 3&-1&-4&5\\ 8&5&-8&-9\\ 3&0&4&8\end{bmatrix}$","$A$ の余因子行列の $(4,1)$ 成分を求めよ。さらにそれを用いて、$A^{-1}$ の $(4,1)$ 成分を求めよ。",0,-4,4
65e6700a-a618-4bf5-afb1-4cdb536a576e,39d420e8-a543-441b-b5c0-ad75fe6c34e5,6-(14),6,2,4,4,final_check,行列演算と逆行列,"$A=\begin{bmatrix}1&-2\\ -2&3\end{bmatrix}, B=\begin{bmatrix}1&-2\\ 1&-1\end{bmatrix}, M=\begin{bmatrix}A&B\end{bmatrix}$ について、次の問いに答えよ。",$AXA=B$ を満たす行列 $X$ を求めよ。,4,0,4
8fad618e-2659-4b7b-9877-b414ee3f3bf7,39d420e8-a543-441b-b5c0-ad75fe6c34e5,6-(12),5,1,4,3,final_check,行列演算と逆行列,行列 $\begin{bmatrix}2&1&1\\ 1&-2&0\\ 1&2&1\end{bmatrix}$ について、次の問いに答えよ。,逆行列の第3列ベクトルを求めよ。,4,1,3
c7c2309f-28a6-43c6-94c8-e980ef00a7b8,39d420e8-a543-441b-b5c0-ad75fe6c34e5,8-(18),3,3,3,4,final_check,行列演算と逆行列,行列 $A=\begin{bmatrix}1&3&1\\ 2&5&2\\ 3&4&0\end{bmatrix}$ について、$\tilde{A}$ をその余因子行列とする。,$\tilde{A}$ の第3列ベクトルを求めよ。,0,-1,1
ef801c38-9f21-4a9e-88d4-b8e8451de46e,39d420e8-a543-441b-b5c0-ad75fe6c34e5,8-(19),3,3,3,4,final_check,行列演算と逆行列,行列 $A=\begin{bmatrix}1&3&1\\ 2&5&2\\ 3&4&0\end{bmatrix}$ について、$\tilde{A}$ をその余因子行列とする。,$A\tilde{A}$ を求めよ。,0,-1,1
5de8b9fb-5c56-4da6-9292-d49196bd09f6,8e1cb682-c2c6-4c12-bf0b-a22d7f61558b,8-2-(5),6,2,4,4,final_check,行列演算と逆行列,以下の行列が正則かどうか調べよ。さらに、正則であれば逆行列を求めよ。,$\begin{bmatrix}0&0&1&0\\ 0&-1&0&0\\ -1&0&2&0\\ 0&1&-1&1\end{bmatrix}$,4,0,4
64c8109a-b695-4557-a06f-0de89716f8a8,8e1cb682-c2c6-4c12-bf0b-a22d7f61558b,8-6-(2),4,4,4,4,final_check,行列演算と逆行列,正方行列 $A$ が $^tAA=E$ を満たすとき $A$ を直交行列という。以下の行列について答えよ。,$Q=\begin{bmatrix}\sin\theta\cos\varphi&\cos\theta\cos\varphi&-\sin\varphi\\ \sin\theta\sin\varphi&\cos\theta\sin\varphi&\cos\varphi\\ \cos\theta&-\sin\theta&0\end{bmatrix}$ は直交行列であることを示せ。さらに、$Q$ の逆行列を求めよ。,0,0,0
ac285877-37de-4660-833f-f23aacff350a,39d420e8-a543-441b-b5c0-ad75fe6c34e5,2-7-(3),5,3,4,4,final_check,行列演算と逆行列,"次を満たす2次正方行列 $P, Q_\theta, R_\theta$ を定めよ。","原点の周りに角 $\theta$ だけ回転移動した直線を $l_\theta$ とする。点 $(x,y)$ を $l_\theta$ に関して対称移動した点を $(x',y')$ とするとき、2点の関係を $\begin{bmatrix}x'\\ y'\end{bmatrix}=R_\theta\begin{bmatrix}x\\ y\end{bmatrix}$ の形に書き表せ。",2,0,2
101e2ceb-b419-4134-8397-8cb76d208263,39d420e8-a543-441b-b5c0-ad75fe6c34e5,2-6-(2),6,1,4,4,final_check,行列演算と逆行列,2次正則行列の逆行列の公式を用いて、次の問いに答えよ。,"$A=\begin{bmatrix}5&-7\\ 2&-3\end{bmatrix}, B=\begin{bmatrix}1&-2\\ -3&4\end{bmatrix}$ のとき、$AX+2B=BA$ を満たす行列 $X$ を求めよ。",5,0,5
