id,session_id,problem_id,confidence,challenge,ai_predicted_confidence,ai_predicted_challenge,phase,knowledge_component,description_main,description_sub,human_gap,ai_gap,gap_difference
09a988a3-e70e-4fed-86e0-7103080a2f5d,39d420e8-a543-441b-b5c0-ad75fe6c34e5,8-2-(5),6,1,4,4,final_check,行列演算と逆行列,以下の行列が正則かどうか調べよ。さらに、正則であれば逆行列を求めよ。,$\begin{bmatrix}0&0&1&0\\ 0&-1&0&0\\ -1&0&2&0\\ 0&1&-1&1\end{bmatrix}$,5,0,5
23c23d86-90c1-4437-a0cd-5e81ae4bbac4,9cd4a594-1779-451b-8b03-3a22a4d73bf1,2-7-(2),5,2,5,2,final_check,行列演算と逆行列,"次を満たす2次正方行列 $P, Q_\theta, R_\theta$ を定めよ。","点 $(x,y)$ を原点の周りに角 $\theta$ だけ回転移動した点を $(x',y')$ とするとき、2点の関係を $\begin{bmatrix}x'\\ y'\end{bmatrix}=Q_\theta\begin{bmatrix}x\\ y\end{bmatrix}$ の形に書き表せ。",3,3,0
34658148-0ec7-45cf-ae45-03e0dcaff6d3,9cd4a594-1779-451b-8b03-3a22a4d73bf1,2-7-(3),4,2,4,3,final_check,行列演算と逆行列,"次を満たす2次正方行列 $P, Q_\theta, R_\theta$ を定めよ。","原点の周りに角 $\theta$ だけ回転移動した直線を $l_\theta$ とする。点 $(x,y)$ を $l_\theta$ に関して対称移動した点を $(x',y')$ とするとき、2点の関係を $\begin{bmatrix}x'\\ y'\end{bmatrix}=R_\theta\begin{bmatrix}x\\ y\end{bmatrix}$ の形に書き表せ。",2,1,1
3b575e7d-9b20-4630-aff7-54186bec5c00,9cd4a594-1779-451b-8b03-3a22a4d73bf1,2-Rep-2,5,1,6,1,final_check,行列演算と逆行列,"$X=\begin{bmatrix}1&1\\ -1&1\\ 2&1\end{bmatrix}, Y=\begin{bmatrix}-1&2\\ 1&-1\end{bmatrix}$ とする。","$XY, YX, XY'X, Y'XY, XYX$ のうちで積が定義されているものをすべて挙げ、それぞれ積を求めよ。",4,5,1
3cc4353e-3d40-40f7-8dc6-1ca795d2a05a,9cd4a594-1779-451b-8b03-3a22a4d73bf1,4-1-(1),6,1,6,1,final_check,行列演算と逆行列,次の行列に行基本変形を行い、簡約行列に変形せよ。,$\begin{bmatrix}0&-1&2\\ 1&0&-1\\ 0&0&0\end{bmatrix}$,5,5,0
102a9707-44fd-47e0-b005-1e9d0cc9e72a,9cd4a594-1779-451b-8b03-3a22a4d73bf1,4-1-(2),6,1,6,1,final_check,行列演算と逆行列,次の行列に行基本変形を行い、簡約行列に変形せよ。,$\begin{bmatrix}0&0\\ -2&3\end{bmatrix}$,5,5,0
694ee34d-b726-40b4-92fc-641649fc5211,9cd4a594-1779-451b-8b03-3a22a4d73bf1,4-3-(2),5,2,6,1,final_check,行列演算と逆行列,次の行列を何回かの行基本変形で簡約行列に変形し、階数（rank）を求めよ。,$\begin{bmatrix}0&-1&3&6\\ 2&5&3&4\\ 3&7&6&9\end{bmatrix}$,3,5,2
dedc3444-ec0f-476f-a141-758ba7e45984,9cd4a594-1779-451b-8b03-3a22a4d73bf1,8-1-(2),5,2,5,2,final_check,行列演算と逆行列,"$A=\begin{bmatrix}a&b\\ c&d\end{bmatrix}, \tilde{A}=\begin{bmatrix}d&-b\\ -c&a\end{bmatrix}, B=\begin{bmatrix}e&f\\ g&h\end{bmatrix}$ とする。",$A\tilde{A}$ を計算せよ。,3,3,0
6e4e1be2-566c-4b12-a14b-c5000c21f654,9cd4a594-1779-451b-8b03-3a22a4d73bf1,8-2-(1),6,1,5,2,final_check,行列演算と逆行列,以下の行列が正則かどうか調べよ。さらに、正則であれば逆行列を求めよ。,$\begin{bmatrix}e^x&-1\\ 0&e^y\end{bmatrix}$,5,3,2
912714e8-b6cb-4111-b689-8249aa875ec0,9cd4a594-1779-451b-8b03-3a22a4d73bf1,2-4-(1),6,1,6,1,final_check,行列演算と逆行列,"$A=\begin{bmatrix}2&-1&1\\ 1&0&-1\end{bmatrix}, B=\begin{bmatrix}-2&1&2\\ 2&3&1\end{bmatrix}, C=\begin{bmatrix}2&-1&0\\ -3&0&2\\ 0&1&4\end{bmatrix}$ のとき、次の行列を求めよ。",$2A-3B$,5,5,0
40caff3e-7590-47e0-9bb2-12c63066f3a6,9cd4a594-1779-451b-8b03-3a22a4d73bf1,2-4-(2),6,1,6,1,final_check,行列演算と逆行列,"$A=\begin{bmatrix}2&-1&1\\ 1&0&-1\end{bmatrix}, B=\begin{bmatrix}-2&1&2\\ 2&3&1\end{bmatrix}, C=\begin{bmatrix}2&-1&0\\ -3&0&2\\ 0&1&4\end{bmatrix}$ のとき、次の行列を求めよ。",$2X+3A=B$ を満たす行列 $X$,5,5,0
79439299-4585-4880-9686-35b1baf18ec2,9cd4a594-1779-451b-8b03-3a22a4d73bf1,2-4-(4),3,4,6,1,final_check,行列演算と逆行列,"$A=\begin{bmatrix}2&-1&1\\ 1&0&-1\end{bmatrix}, B=\begin{bmatrix}-2&1&2\\ 2&3&1\end{bmatrix}, C=\begin{bmatrix}2&-1&0\\ -3&0&2\\ 0&1&4\end{bmatrix}$ のとき、次の行列を求めよ。",$A C^t B^t$,-1,5,6
16e21c82-6679-4314-a91d-e4eb9259241e,9cd4a594-1779-451b-8b03-3a22a4d73bf1,2-6-(1),5,2,6,1,final_check,行列演算と逆行列,2次正則行列の逆行列の公式を用いて、次の問いに答えよ。,次の行列の逆行列を求めよ。\n$\begin{bmatrix}\cos\theta&\sin\theta\\ \sin\theta&-\cos\theta\end{bmatrix}$,3,5,2
399a19d0-14a4-421f-bab4-8d077e36dab7,9cd4a594-1779-451b-8b03-3a22a4d73bf1,2-7-(1),5,2,6,1,final_check,行列演算と逆行列,"次を満たす2次正方行列 $P, Q_\theta, R_\theta$ を定めよ。","点 $(x,y)$ を $x$ 軸に関して対称移動した点を $(x',y')$ とするとき、2点の関係を $\begin{bmatrix}x'\\ y'\end{bmatrix}=P\begin{bmatrix}x\\ y\end{bmatrix}$ の形に書き表せ。",3,5,2
cd1f83ed-1a2f-493a-a5f9-766b834a96e2,9cd4a594-1779-451b-8b03-3a22a4d73bf1,8-2-(3),5,1,6,2,final_check,行列演算と逆行列,以下の行列が正則かどうか調べよ。さらに、正則であれば逆行列を求めよ。,$\begin{bmatrix}2&1&3\\ 3&2&5\\ 1&2&3\end{bmatrix}$,4,4,0
92063d49-bccb-4e5a-a123-c245cb141ac9,9cd4a594-1779-451b-8b03-3a22a4d73bf1,8-2-(4),5,1,6,2,final_check,行列演算と逆行列,以下の行列が正則かどうか調べよ。さらに、正則であれば逆行列を求めよ。,$\begin{bmatrix}1&1&-2\\ 3&2&-4\\ -2&0&2\end{bmatrix}$,4,4,0
781a153b-5093-4819-a3ca-d7b36701f3cd,9cd4a594-1779-451b-8b03-3a22a4d73bf1,8-2-(5),6,1,5,3,final_check,行列演算と逆行列,以下の行列が正則かどうか調べよ。さらに、正則であれば逆行列を求めよ。,$\begin{bmatrix}0&0&1&0\\ 0&-1&0&0\\ -1&0&2&0\\ 0&1&-1&1\end{bmatrix}$,5,2,3
9a6fe72b-3dc0-4ad7-b239-0db0e688b154,9cd4a594-1779-451b-8b03-3a22a4d73bf1,8-4-(1),5,2,5,2,final_check,行列演算と逆行列,"$A=\begin{bmatrix}1&1&0\\ 2&3&-2\\ 3&4&-3\end{bmatrix}, B=\begin{bmatrix}0&-1&2\\ 1&0&-3\\ -2&3&0\end{bmatrix}$ に対して以下の問いに答えよ。",$AX=B$ を満たす3次正方行列 $X$ を求めよ。,3,3,0
9bdf0661-13dd-4607-8df4-4b78010d2273,9cd4a594-1779-451b-8b03-3a22a4d73bf1,8-4-(2),5,2,5,2,final_check,行列演算と逆行列,"$A=\begin{bmatrix}1&1&0\\ 2&3&-2\\ 3&4&-3\end{bmatrix}, B=\begin{bmatrix}0&-1&2\\ 1&0&-3\\ -2&3&0\end{bmatrix}$ に対して以下の問いに答えよ。",$YA=B$ を満たす3次正方行列 $Y$ を求めよ。,3,3,0
8a00520b-0ace-47de-9d3a-041ded8054cc,9cd4a594-1779-451b-8b03-3a22a4d73bf1,8-6-(1),5,3,5,2,final_check,行列演算と逆行列,正方行列 $A$ が $^tAA=E$ を満たすとき $A$ を直交行列という。以下の行列について答えよ。,$P=\begin{bmatrix}\cos\theta&-\sin\theta\\ \sin\theta&\cos\theta\end{bmatrix}$ は直交行列であることを示せ。さらに、$P$ の逆行列を求めよ。,2,3,1
c6bc4577-f816-4eb8-bfc1-5db3f04dcbae,9cd4a594-1779-451b-8b03-3a22a4d73bf1,8-6-(3),4,2,4,3,final_check,行列演算と逆行列,正方行列 $A$ が $^tAA=E$ を満たすとき $A$ を直交行列という。以下の行列について答えよ。,問5(3)の行列を $R$ とする。$r\sin\theta \neq 0$ のとき、$R$ の逆行列を求めよ。,2,1,1
19057849-9059-4e1d-996e-0398cfa55e03,9cd4a594-1779-451b-8b03-3a22a4d73bf1,8-Rep-1-(ii),5,2,6,2,final_check,行列演算と逆行列,$A=\begin{bmatrix}2&k&4\\ 1&1&-1\\ 4&2&1\end{bmatrix}$ とする。,$k=-1$ のとき、$A$ の逆行列 $A^{-1}$ を求めよ。,3,4,1
11638769-5503-4fca-a45c-e1558d5f579c,9cd4a594-1779-451b-8b03-3a22a4d73bf1,10-6-(1),4,3,6,2,final_check,行列演算と逆行列,次の行列 $A$ の余因子行列 $\tilde{A}$ を求め、さらに $A$ が正則である場合には $A^{-1}$ を求めよ。\n$A=\begin{bmatrix}0&1&1\\ 1&0&1\\ 1&1&0\end{bmatrix}$,$\tilde{A}$ を求めよ。また $A^{-1}$ を求めよ。,1,4,3
ab0a77a2-187a-4ca1-a968-8929d20d6148,9cd4a594-1779-451b-8b03-3a22a4d73bf1,10-Rep-1-(ii),3,3,5,2,final_check,行列演算と逆行列,"次の2つの行列 $A, B$ を考える。\n$A=\begin{bmatrix}1&0&-1&1\\ 2&1&0&1\\ 1&1&-1&0\\ 0&3&2&1\end{bmatrix}, B=\begin{bmatrix}4&-4&-3&9\\ 3&-1&-4&5\\ 8&5&-8&-9\\ 3&0&4&8\end{bmatrix}$","$A$ の余因子行列の $(4,1)$ 成分を求めよ。さらにそれを用いて、$A^{-1}$ の $(4,1)$ 成分を求めよ。",0,3,3
3bcb6253-3c28-44cf-9620-c81e19ca6b5a,9cd4a594-1779-451b-8b03-3a22a4d73bf1,6-(14),5,2,5,2,final_check,行列演算と逆行列,"$A=\begin{bmatrix}1&-2\\ -2&3\end{bmatrix}, B=\begin{bmatrix}1&-2\\ 1&-1\end{bmatrix}, M=\begin{bmatrix}A&B\end{bmatrix}$ について、次の問いに答えよ。",$AXA=B$ を満たす行列 $X$ を求めよ。,3,3,0
3bb8dc98-9c6c-4d42-947e-4d2a650b741e,9cd4a594-1779-451b-8b03-3a22a4d73bf1,6-(12),6,1,5,2,final_check,行列演算と逆行列,行列 $\begin{bmatrix}2&1&1\\ 1&-2&0\\ 1&2&1\end{bmatrix}$ について、次の問いに答えよ。,逆行列の第3列ベクトルを求めよ。,5,3,2
1641fa2d-b4ec-4f82-b4a9-8539c6747868,9cd4a594-1779-451b-8b03-3a22a4d73bf1,8-(18),4,3,5,2,final_check,行列演算と逆行列,行列 $A=\begin{bmatrix}1&3&1\\ 2&5&2\\ 3&4&0\end{bmatrix}$ について、$\tilde{A}$ をその余因子行列とする。,$\tilde{A}$ の第3列ベクトルを求めよ。,1,3,2
be7dc561-bccc-4bb9-bff3-86da36d685a8,9cd4a594-1779-451b-8b03-3a22a4d73bf1,8-(19),5,2,5,2,final_check,行列演算と逆行列,行列 $A=\begin{bmatrix}1&3&1\\ 2&5&2\\ 3&4&0\end{bmatrix}$ について、$\tilde{A}$ をその余因子行列とする。,$A\tilde{A}$ を求めよ。,3,3,0
f9f2dfc3-53ca-40df-a0ab-64b4e947d006,37b95611-9620-40f1-ac65-d6285650f8db,2-Rep-2,6,1,6,1,final_check,行列演算と逆行列,"$X=\begin{bmatrix}1&1\\ -1&1\\ 2&1\end{bmatrix}, Y=\begin{bmatrix}-1&2\\ 1&-1\end{bmatrix}$ とする。","$XY, YX, XY'X, Y'XY, XYX$ のうちで積が定義されているものをすべて挙げ、それぞれ積を求めよ。",5,5,0
aba75cae-a085-4ecb-b453-849a39d43c5b,37b95611-9620-40f1-ac65-d6285650f8db,4-1-(1),6,1,5,2,final_check,行列演算と逆行列,次の行列に行基本変形を行い、簡約行列に変形せよ。,$\begin{bmatrix}0&-1&2\\ 1&0&-1\\ 0&0&0\end{bmatrix}$,5,3,2
4df2e05b-7728-4a13-a82f-df052068cf3c,37b95611-9620-40f1-ac65-d6285650f8db,4-1-(2),6,1,6,1,final_check,行列演算と逆行列,次の行列に行基本変形を行い、簡約行列に変形せよ。,$\begin{bmatrix}0&0\\ -2&3\end{bmatrix}$,5,5,0
78b69a5f-32a7-43d5-be3b-87fba4ccadf7,37b95611-9620-40f1-ac65-d6285650f8db,4-3-(2),6,1,5,3,final_check,行列演算と逆行列,次の行列を何回かの行基本変形で簡約行列に変形し、階数（rank）を求めよ。,$\begin{bmatrix}0&-1&3&6\\ 2&5&3&4\\ 3&7&6&9\end{bmatrix}$,5,2,3
1b66a349-3858-4fe6-8326-28ce24fa16fd,37b95611-9620-40f1-ac65-d6285650f8db,8-1-(2),6,1,6,2,final_check,行列演算と逆行列,"$A=\begin{bmatrix}a&b\\ c&d\end{bmatrix}, \tilde{A}=\begin{bmatrix}d&-b\\ -c&a\end{bmatrix}, B=\begin{bmatrix}e&f\\ g&h\end{bmatrix}$ とする。",$A\tilde{A}$ を計算せよ。,5,4,1
8097bd20-6563-428f-af35-1d4b64efffdf,37b95611-9620-40f1-ac65-d6285650f8db,8-2-(1),6,1,6,2,final_check,行列演算と逆行列,以下の行列が正則かどうか調べよ。さらに、正則であれば逆行列を求めよ。,$\begin{bmatrix}e^x&-1\\ 0&e^y\end{bmatrix}$,5,4,1
2f3a4b2a-ad1c-461e-8c53-81c065f4d229,37b95611-9620-40f1-ac65-d6285650f8db,2-4-(1),6,1,6,1,final_check,行列演算と逆行列,"$A=\begin{bmatrix}2&-1&1\\ 1&0&-1\end{bmatrix}, B=\begin{bmatrix}-2&1&2\\ 2&3&1\end{bmatrix}, C=\begin{bmatrix}2&-1&0\\ -3&0&2\\ 0&1&4\end{bmatrix}$ のとき、次の行列を求めよ。",$2A-3B$,5,5,0
4cb3a625-dfdb-4606-8c01-fc61b43b72c5,37b95611-9620-40f1-ac65-d6285650f8db,2-4-(2),6,1,6,1,final_check,行列演算と逆行列,"$A=\begin{bmatrix}2&-1&1\\ 1&0&-1\end{bmatrix}, B=\begin{bmatrix}-2&1&2\\ 2&3&1\end{bmatrix}, C=\begin{bmatrix}2&-1&0\\ -3&0&2\\ 0&1&4\end{bmatrix}$ のとき、次の行列を求めよ。",$2X+3A=B$ を満たす行列 $X$,5,5,0
6a6c97e7-52ec-458c-8722-58b638af326e,37b95611-9620-40f1-ac65-d6285650f8db,2-4-(3),6,1,6,1,final_check,行列演算と逆行列,"$A=\begin{bmatrix}2&-1&1\\ 1&0&-1\end{bmatrix}, B=\begin{bmatrix}-2&1&2\\ 2&3&1\end{bmatrix}, C=\begin{bmatrix}2&-1&0\\ -3&0&2\\ 0&1&4\end{bmatrix}$ のとき、次の行列を求めよ。",$BC$,5,5,0
4deb08fa-e313-4f49-8169-5ef505f0943c,37b95611-9620-40f1-ac65-d6285650f8db,2-6-(1),6,1,6,1,final_check,行列演算と逆行列,2次正則行列の逆行列の公式を用いて、次の問いに答えよ。,次の行列の逆行列を求めよ。\n$\begin{bmatrix}\cos\theta&\sin\theta\\ \sin\theta&-\cos\theta\end{bmatrix}$,5,5,0
fc6e797e-5612-4300-be8b-f2e9ac38f41b,37b95611-9620-40f1-ac65-d6285650f8db,2-6-(2),6,2,5,3,final_check,行列演算と逆行列,2次正則行列の逆行列の公式を用いて、次の問いに答えよ。,"$A=\begin{bmatrix}5&-7\\ 2&-3\end{bmatrix}, B=\begin{bmatrix}1&-2\\ -3&4\end{bmatrix}$ のとき、$AX+2B=BA$ を満たす行列 $X$ を求めよ。",4,2,2
75e0bbf7-c989-4b24-90b1-e75fe115e743,37b95611-9620-40f1-ac65-d6285650f8db,8-2-(2),3,3,5,2,final_check,行列演算と逆行列,以下の行列が正則かどうか調べよ。さらに、正則であれば逆行列を求めよ。,$\begin{bmatrix}\lambda&-1\\ 1&\lambda-2\end{bmatrix}$,0,3,3
6459698b-d553-4c1c-8f23-20473546b068,37b95611-9620-40f1-ac65-d6285650f8db,8-2-(5),6,1,3,5,final_check,行列演算と逆行列,以下の行列が正則かどうか調べよ。さらに、正則であれば逆行列を求めよ。,$\begin{bmatrix}0&0&1&0\\ 0&-1&0&0\\ -1&0&2&0\\ 0&1&-1&1\end{bmatrix}$,5,-2,7
8c68930b-6a5f-4e3f-ac78-ecc1afd3be8c,37b95611-9620-40f1-ac65-d6285650f8db,8-6-(2),6,3,5,4,final_check,行列演算と逆行列,正方行列 $A$ が $^tAA=E$ を満たすとき $A$ を直交行列という。以下の行列について答えよ。,$Q=\begin{bmatrix}\sin\theta\cos\varphi&\cos\theta\cos\varphi&-\sin\varphi\\ \sin\theta\sin\varphi&\cos\theta\sin\varphi&\cos\varphi\\ \cos\theta&-\sin\theta&0\end{bmatrix}$ は直交行列であることを示せ。さらに、$Q$ の逆行列を求めよ。,3,1,2
14665e8f-b7e0-45fe-89e7-e893212131bb,37b95611-9620-40f1-ac65-d6285650f8db,8-6-(3),6,1,5,3,final_check,行列演算と逆行列,正方行列 $A$ が $^tAA=E$ を満たすとき $A$ を直交行列という。以下の行列について答えよ。,問5(3)の行列を $R$ とする。$r\sin\theta \neq 0$ のとき、$R$ の逆行列を求めよ。,5,2,3
83a1ea1a-3515-4459-ac96-159343272891,37b95611-9620-40f1-ac65-d6285650f8db,8-Rep-1-(ii),6,2,4,4,final_check,行列演算と逆行列,$A=\begin{bmatrix}2&k&4\\ 1&1&-1\\ 4&2&1\end{bmatrix}$ とする。,$k=-1$ のとき、$A$ の逆行列 $A^{-1}$ を求めよ。,4,0,4
c6f8b6e5-7051-4b52-bb79-c6b51bac594b,37b95611-9620-40f1-ac65-d6285650f8db,10-6-(1),6,3,3,5,final_check,行列演算と逆行列,次の行列 $A$ の余因子行列 $\tilde{A}$ を求め、さらに $A$ が正則である場合には $A^{-1}$ を求めよ。\n$A=\begin{bmatrix}0&1&1\\ 1&0&1\\ 1&1&0\end{bmatrix}$,$\tilde{A}$ を求めよ。また $A^{-1}$ を求めよ。,3,-2,5
a67e9cbf-0322-4b23-858f-eb7ea2ae183b,37b95611-9620-40f1-ac65-d6285650f8db,10-Rep-1-(ii),5,4,3,4,final_check,行列演算と逆行列,"次の2つの行列 $A, B$ を考える。\n$A=\begin{bmatrix}1&0&-1&1\\ 2&1&0&1\\ 1&1&-1&0\\ 0&3&2&1\end{bmatrix}, B=\begin{bmatrix}4&-4&-3&9\\ 3&-1&-4&5\\ 8&5&-8&-9\\ 3&0&4&8\end{bmatrix}$","$A$ の余因子行列の $(4,1)$ 成分を求めよ。さらにそれを用いて、$A^{-1}$ の $(4,1)$ 成分を求めよ。",1,-1,2
01b3ca83-d2c0-4c75-9846-443015e76d43,37b95611-9620-40f1-ac65-d6285650f8db,6-(14),6,3,5,3,final_check,行列演算と逆行列,"$A=\begin{bmatrix}1&-2\\ -2&3\end{bmatrix}, B=\begin{bmatrix}1&-2\\ 1&-1\end{bmatrix}, M=\begin{bmatrix}A&B\end{bmatrix}$ について、次の問いに答えよ。",$AXA=B$ を満たす行列 $X$ を求めよ。,3,2,1
a7ed0972-4773-4414-bbec-101dad69f14c,37b95611-9620-40f1-ac65-d6285650f8db,6-(12),5,2,4,4,final_check,行列演算と逆行列,行列 $\begin{bmatrix}2&1&1\\ 1&-2&0\\ 1&2&1\end{bmatrix}$ について、次の問いに答えよ。,逆行列の第3列ベクトルを求めよ。,3,0,3
6841ced3-68b1-4261-823e-9ebc6f13574b,37b95611-9620-40f1-ac65-d6285650f8db,8-(19),5,3,5,3,final_check,行列演算と逆行列,行列 $A=\begin{bmatrix}1&3&1\\ 2&5&2\\ 3&4&0\end{bmatrix}$ について、$\tilde{A}$ をその余因子行列とする。,$A\tilde{A}$ を求めよ。,2,2,0
c5ae2c50-2626-41d7-993d-a9a489063a18,e336552f-573e-4089-a583-a28b41582800,2-7-(2),3,4,4,3,final_check,行列演算と逆行列,"次を満たす2次正方行列 $P, Q_\theta, R_\theta$ を定めよ。","点 $(x,y)$ を原点の周りに角 $\theta$ だけ回転移動した点を $(x',y')$ とするとき、2点の関係を $\begin{bmatrix}x'\\ y'\end{bmatrix}=Q_\theta\begin{bmatrix}x\\ y\end{bmatrix}$ の形に書き表せ。",-1,1,2
bc9551e0-8466-4221-a416-3d09744c4a8b,e336552f-573e-4089-a583-a28b41582800,2-7-(3),2,3,3,4,final_check,行列演算と逆行列,"次を満たす2次正方行列 $P, Q_\theta, R_\theta$ を定めよ。","原点の周りに角 $\theta$ だけ回転移動した直線を $l_\theta$ とする。点 $(x,y)$ を $l_\theta$ に関して対称移動した点を $(x',y')$ とするとき、2点の関係を $\begin{bmatrix}x'\\ y'\end{bmatrix}=R_\theta\begin{bmatrix}x\\ y\end{bmatrix}$ の形に書き表せ。",-1,-1,0
62708c6f-950c-4032-8812-1b3815f9d122,e336552f-573e-4089-a583-a28b41582800,4-1-(1),5,2,5,2,final_check,行列演算と逆行列,次の行列に行基本変形を行い、簡約行列に変形せよ。,$\begin{bmatrix}0&-1&2\\ 1&0&-1\\ 0&0&0\end{bmatrix}$,3,3,0
1e5bf679-4fa4-4004-8e00-def675fd42b0,e336552f-573e-4089-a583-a28b41582800,4-1-(2),5,2,6,1,final_check,行列演算と逆行列,次の行列に行基本変形を行い、簡約行列に変形せよ。,$\begin{bmatrix}0&0\\ -2&3\end{bmatrix}$,3,5,2
c59783ab-539b-42c8-8426-699d66889fff,e336552f-573e-4089-a583-a28b41582800,4-3-(2),4,3,4,3,final_check,行列演算と逆行列,次の行列を何回かの行基本変形で簡約行列に変形し、階数（rank）を求めよ。,$\begin{bmatrix}0&-1&3&6\\ 2&5&3&4\\ 3&7&6&9\end{bmatrix}$,1,1,0
f11a9bd4-3efc-4d62-935b-93349efa21a6,e336552f-573e-4089-a583-a28b41582800,4-Rep-2,2,4,2,5,final_check,行列演算と逆行列,次の行列の階数を求めよ。($a$ の値に応じて場合分けせよ),$\begin{bmatrix}a&2a+2&5\\ a+3&a^2&2\\ -1&1&1\end{bmatrix}$,-2,-3,1
d781e0b7-ee28-4739-8f72-320f0c522acc,e336552f-573e-4089-a583-a28b41582800,8-1-(5),1,6,1,6,final_check,行列演算と逆行列,"$A=\begin{bmatrix}a&b\\ c&d\end{bmatrix}, \tilde{A}=\begin{bmatrix}d&-b\\ -c&a\end{bmatrix}, B=\begin{bmatrix}e&f\\ g&h\end{bmatrix}$ とする。",$|A|\neq 0$ と $A$ が正則であることは同値であることを示せ。,-5,-5,0
01bd3faa-b42a-4a38-a462-60383554936c,e336552f-573e-4089-a583-a28b41582800,2-4-(1),6,1,6,1,final_check,行列演算と逆行列,"$A=\begin{bmatrix}2&-1&1\\ 1&0&-1\end{bmatrix}, B=\begin{bmatrix}-2&1&2\\ 2&3&1\end{bmatrix}, C=\begin{bmatrix}2&-1&0\\ -3&0&2\\ 0&1&4\end{bmatrix}$ のとき、次の行列を求めよ。",$2A-3B$,5,5,0
445b1324-336a-4f20-bbdc-3934004e761b,e336552f-573e-4089-a583-a28b41582800,2-4-(2),6,1,6,1,final_check,行列演算と逆行列,"$A=\begin{bmatrix}2&-1&1\\ 1&0&-1\end{bmatrix}, B=\begin{bmatrix}-2&1&2\\ 2&3&1\end{bmatrix}, C=\begin{bmatrix}2&-1&0\\ -3&0&2\\ 0&1&4\end{bmatrix}$ のとき、次の行列を求めよ。",$2X+3A=B$ を満たす行列 $X$,5,5,0
4219c606-f45d-4655-9730-74416419a8ea,e336552f-573e-4089-a583-a28b41582800,2-4-(3),6,1,6,2,final_check,行列演算と逆行列,"$A=\begin{bmatrix}2&-1&1\\ 1&0&-1\end{bmatrix}, B=\begin{bmatrix}-2&1&2\\ 2&3&1\end{bmatrix}, C=\begin{bmatrix}2&-1&0\\ -3&0&2\\ 0&1&4\end{bmatrix}$ のとき、次の行列を求めよ。",$BC$,5,4,1
edf3b9f8-da97-4be1-a12f-566f8bd96577,e336552f-573e-4089-a583-a28b41582800,2-4-(4),4,3,4,3,final_check,行列演算と逆行列,"$A=\begin{bmatrix}2&-1&1\\ 1&0&-1\end{bmatrix}, B=\begin{bmatrix}-2&1&2\\ 2&3&1\end{bmatrix}, C=\begin{bmatrix}2&-1&0\\ -3&0&2\\ 0&1&4\end{bmatrix}$ のとき、次の行列を求めよ。",$A C^t B^t$,1,1,0
eac6bbce-4cc7-4fd6-aeb0-e0e116eef95c,9cd4a594-1779-451b-8b03-3a22a4d73bf1,10-2-(2),5,2,3,3,final_check,行列演算と逆行列,$n$ 次正方行列 $A$ の余因子行列を $\tilde{A}$、$n$ 次単位行列を $E$ とする。,$|\tilde{A}|$ を $|A|$ を用いて表せ。,3,0,3
